sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,engagement_score,account_age_days
6,25.51,54.57,14,3,2,14,0,0,3,7,3,1,85.9,193
7,6.41,76.9,11,5,5,23,0,0,38,4,2,2,75.32,460
12,8.97,47.23,14,7,3,3,0,0,36,6,2,3,89.65,1111
5,10.57,24.22,13,4,5,22,1,0,38,2,4,4,86.85,811
12,30.72,5.0,13,5,4,4,0,1,6,1,3,3,77.97,936
7,19.77,57.18,15,3,4,10,0,0,11,5,5,2,65.4,673
7,9.55,38.77,12,3,1,12,0,0,9,5,3,1,73.43,450
9,17.79,33.93,15,6,6,11,1,0,27,5,3,1,59.49,756
13,16.19,31.48,8,8,9,14,0,0,18,3,3,2,81.29,578
9,4.85,31.08,16,4,3,9,1,1,31,8,3,1,75.89,1019
6,4.27,32.63,12,7,4,22,0,1,32,5,4,0,55.01,731
6,4.62,63.1,16,3,3,19,0,0,31,4,4,1,83.92,275
8,17.66,20.79,12,3,7,4,0,0,2,4,3,5,66.11,561
11,9.25,53.16,12,2,6,17,0,1,24,4,0,1,71.92,1010
11,10.62,27.61,6,4,3,22,1,0,1,6,3,1,55.47,989
5,6.21,17.62,13,2,3,23,0,1,9,7,7,2,72.48,317
8,5.37,9.87,8,3,7,4,2,0,35,9,3,2,51.37,127
13,10.32,41.65,12,6,1,11,1,0,20,8,3,4,57.97,745
7,39.34,20.98,7,12,1,8,0,0,27,5,5,1,77.4,852
4,13.85,46.97,9,6,2,7,0,0,26,3,3,2,57.13,1110
6,15.26,40.6,10,7,5,17,0,0,13,7,2,6,51.44,705
8,5.91,24.32,9,8,2,7,0,0,11,9,3,1,65.42,459
8,15.33,73.21,12,6,4,24,0,0,44,3,4,0,87.52,1001
15,10.54,43.16,9,5,3,7,0,0,17,8,3,1,59.51,1086
9,15.59,34.68,11,3,2,12,0,0,44,6,3,0,71.1,684
7,6.73,25.91,14,2,4,24,0,0,10,7,3,2,86.53,441
11,5.32,32.06,20,3,1,14,1,1,16,6,1,0,66.55,368
8,11.75,37.93,12,4,3,17,0,0,19,4,3,2,58.34,482
3,11.29,32.54,7,3,5,11,1,0,44,10,2,4,49.57,31
11,14.43,50.91,16,5,7,8,1,0,26,8,3,2,50.38,207
7,18.3,48.65,11,3,7,9,0,0,40,4,1,2,46.16,831
6,11.75,45.48,12,7,3,5,0,0,35,5,1,2,75.28,811
9,15.79,32.9,15,4,5,6,0,0,36,7,5,0,59.23,937
8,12.1,61.81,18,7,1,15,1,0,44,8,2,1,61.78,549
13,10.88,29.12,8,2,7,3,0,0,11,8,1,1,74.47,454
3,7.6,23.18,13,5,5,20,1,0,8,9,2,2,54.91,194
8,13.62,54.77,8,12,6,17,0,0,31,6,2,1,79.36,1182
11,6.22,39.23,9,4,5,18,0,0,30,3,8,2,54.21,641
13,13.06,73.82,5,5,3,20,0,0,14,2,2,0,85.04,126
2,6.33,52.88,12,3,5,9,1,0,38,2,0,1,62.36,1127
7,40.89,50.78,6,3,4,6,0,0,43,6,4,5,70.09,564
6,6.21,61.84,12,5,5,5,1,0,5,5,1,0,85.08,448
9,7.0,78.48,12,5,5,4,0,0,32,6,2,0,67.11,592
11,8.88,5.0,10,9,4,3,0,2,18,6,2,1,56.64,541
11,11.71,57.65,15,3,10,19,0,0,32,5,4,3,45.27,778
10,18.03,57.09,8,11,9,12,0,0,23,6,6,2,55.87,759
11,21.89,41.04,10,5,2,16,0,0,9,5,5,3,42.69,879
8,7.46,25.88,12,8,3,19,0,0,35,7,3,2,62.38,308
4,14.67,79.84,14,5,5,21,1,0,25,6,1,1,80.86,541
3,10.33,33.51,7,2,8,21,0,1,8,5,5,3,69.69,1054
4,37.92,48.9,7,5,6,7,0,0,7,4,4,2,65.6,719
7,8.83,39.7,15,2,4,11,0,0,15,3,1,1,50.66,940
9,1.95,82.35,9,5,4,16,1,1,13,8,4,0,38.54,513
7,28.7,68.5,9,3,4,16,0,1,19,6,1,1,54.74,546
4,4.75,72.47,7,7,4,20,0,0,5,6,4,2,57.32,621
12,14.57,46.9,17,4,3,7,0,1,31,8,3,0,67.26,537
10,1.33,73.15,21,3,6,7,0,2,43,12,2,3,62.0,49
7,15.7,16.96,15,5,3,10,0,1,20,8,3,4,66.07,539
13,11.69,47.81,9,5,7,19,0,0,25,9,3,4,91.39,655
9,7.42,32.54,14,2,4,5,0,0,25,7,7,4,54.66,301
4,8.17,45.12,17,6,3,16,1,1,31,7,4,3,55.82,194
13,22.1,34.02,8,3,3,6,0,0,18,5,5,2,54.55,961
9,18.94,45.8,10,4,0,6,0,0,26,5,7,1,85.17,889
12,17.99,43.27,9,5,0,24,0,0,22,8,2,2,63.52,359
7,11.88,31.14,11,7,6,10,1,0,38,10,0,3,38.06,498
16,8.22,29.81,16,3,5,6,0,0,40,7,4,4,69.36,336
6,2.46,20.88,9,4,4,20,0,0,16,5,1,0,45.04,172
9,17.87,15.95,15,5,7,13,0,0,37,10,3,2,58.45,1026
5,1.62,43.19,9,5,3,5,1,0,31,5,3,3,49.04,334
7,1.9,28.29,9,4,3,24,0,1,8,8,3,3,66.77,119
6,12.12,71.28,9,6,4,10,0,0,7,7,4,2,61.12,177
15,8.22,98.33,10,3,1,15,0,1,26,5,5,1,57.72,721
7,2.01,69.29,8,4,1,24,1,0,32,8,4,1,55.91,831
8,8.91,69.18,11,4,3,5,0,0,13,12,2,2,51.03,243
7,16.87,61.7,13,2,3,20,1,0,35,5,3,0,87.55,876
9,6.01,51.03,14,5,4,19,0,0,9,3,1,1,84.43,1149
5,16.19,40.97,12,2,3,8,0,0,5,7,3,4,41.02,321
10,5.67,30.7,10,7,5,8,0,0,11,1,4,2,37.28,162
8,19.54,22.28,13,5,3,9,1,0,9,7,6,1,100.0,604
4,15.34,5.03,14,5,3,14,0,0,34,7,0,6,58.39,842
10,0.66,70.1,10,10,5,16,1,0,36,7,5,2,68.33,452
6,28.19,17.45,13,2,2,11,0,0,25,3,10,0,57.22,743
11,7.81,44.94,15,7,10,21,1,0,43,8,3,4,58.95,725
14,8.03,49.03,7,5,3,10,0,0,37,8,2,1,100.0,725
9,8.4,34.0,9,3,3,19,0,1,30,5,3,2,58.28,801
9,10.9,39.2,15,3,3,3,2,0,42,7,2,0,77.37,267
11,16.95,50.94,9,2,7,24,1,0,37,5,4,2,81.13,101
13,6.99,10.93,8,4,2,12,0,0,40,8,5,2,70.12,931
5,13.68,33.7,14,9,3,10,0,0,9,4,4,2,79.78,938
7,9.69,49.38,13,4,6,24,0,1,44,5,4,5,63.23,294
10,27.24,50.53,8,4,2,23,0,0,9,9,2,1,59.23,955
4,19.53,20.0,6,4,3,5,0,0,21,6,2,3,53.96,964
6,7.19,45.03,10,4,3,4,0,1,33,3,6,1,55.24,1176
6,1.74,48.95,11,9,3,8,0,0,21,6,5,1,54.5,729
8,2.7,93.55,9,7,4,24,0,0,23,7,5,0,69.75,759
4,14.37,70.06,13,5,3,4,0,0,38,4,3,1,84.39,517
8,7.67,29.11,6,2,7,23,0,0,26,8,4,0,95.37,290
4,20.16,62.79,14,4,5,8,0,0,32,6,0,2,69.38,775
5,10.59,122.4,16,7,4,10,0,0,9,5,3,2,65.39,1150
10,3.27,54.78,9,5,1,7,0,0,11,5,2,1,76.32,570
11,6.33,17.31,13,5,7,7,0,0,20,5,4,4,44.2,294
8,7.21,16.83,13,4,3,13,0,0,24,7,3,2,88.41,1002
5,17.59,76.63,10,2,3,18,1,0,10,5,3,4,74.81,246
4,22.9,38.13,11,11,2,12,0,0,9,11,2,1,71.17,55
6,10.33,57.17,9,2,4,4,0,0,38,3,3,2,70.22,668
6,21.57,54.18,16,4,3,5,0,0,25,5,2,3,69.61,1048
8,1.58,28.54,15,10,2,6,1,0,15,10,5,2,92.46,452
5,10.1,30.04,7,3,2,17,0,0,11,7,2,2,73.55,330
8,14.65,62.19,8,2,7,8,0,0,33,6,6,3,73.71,819
9,4.54,21.49,19,4,3,18,0,0,21,4,1,1,52.61,108
10,23.77,32.74,8,6,4,11,0,1,26,8,3,2,60.38,634
4,6.16,63.44,16,2,0,6,1,0,11,10,2,4,52.64,762
8,11.41,47.83,16,3,4,18,0,0,0,5,2,1,38.69,1123
7,17.22,61.52,13,6,4,14,0,0,25,9,1,2,50.64,187
11,14.09,49.92,11,8,2,24,0,0,36,8,5,5,69.02,139
10,1.27,5.0,18,4,7,16,2,0,16,6,4,3,55.87,1124
6,10.52,53.23,13,5,4,7,0,0,3,7,7,2,88.51,1085
4,4.25,54.13,10,4,8,6,0,0,4,10,2,3,28.45,821
11,17.08,49.4,9,3,5,17,0,1,43,2,4,1,72.32,979
8,2.74,48.01,5,4,1,23,0,0,19,8,3,4,77.53,871
10,3.16,44.09,14,4,8,21,1,0,31,6,3,0,88.36,19
5,14.77,17.54,14,8,4,20,1,1,26,4,5,2,56.75,1011
3,1.94,93.88,13,1,6,8,0,0,40,5,2,4,41.58,685
8,8.88,56.48,15,2,8,5,0,0,38,7,1,1,61.61,268
7,5.97,58.62,12,4,5,23,0,0,5,11,6,1,96.34,335
14,10.65,5.0,10,4,3,15,1,0,26,3,1,1,40.36,1165
12,4.59,15.38,8,2,8,20,0,0,42,8,3,1,42.64,371
6,14.88,30.9,16,6,6,5,0,0,3,7,5,2,74.83,1054
9,6.29,50.26,7,2,5,12,0,0,41,4,3,1,67.52,577
5,10.83,27.44,12,9,5,13,1,0,6,4,5,2,67.93,610
9,15.76,56.67,4,4,7,9,0,0,22,10,2,0,67.83,1136
2,16.57,31.91,16,6,3,14,1,0,8,4,2,2,86.57,280
7,18.44,30.19,16,3,5,10,0,0,11,8,1,1,48.65,1099
12,25.42,43.04,15,7,8,16,1,0,0,8,5,4,68.32,933
4,15.29,54.75,12,3,4,18,2,1,12,9,6,0,71.05,284
1,5.27,30.04,3,4,3,3,2,0,40,8,4,0,48.4,201
0,15.71,59.35,12,4,8,19,0,0,21,5,2,1,61.17,56
12,3.91,43.7,7,7,2,18,1,0,31,3,2,2,93.01,163
7,19.43,63.01,10,4,3,15,0,0,34,6,1,2,78.01,1087
10,23.8,47.74,9,8,9,21,1,0,23,6,1,2,53.66,423
7,17.21,5.0,14,8,5,15,1,0,7,8,3,2,68.24,50
11,9.55,42.12,16,7,4,18,0,1,12,3,5,3,47.37,1167
6,41.78,21.4,7,3,2,19,0,0,32,9,2,2,64.06,206
7,10.52,63.77,6,1,3,4,0,0,33,8,2,3,64.97,409
5,11.29,55.03,9,10,1,18,1,1,35,4,4,1,56.46,227
6,24.46,24.84,17,6,3,17,0,0,32,6,2,2,49.74,1138
6,2.91,23.53,9,3,6,19,1,0,39,8,2,2,68.15,374
9,5.52,61.06,13,9,4,17,0,0,2,2,2,0,60.95,197
10,9.1,39.99,10,7,4,10,0,1,16,5,2,0,60.46,1163
7,3.46,49.37,9,6,7,3,1,0,28,3,1,2,63.44,955
10,15.0,28.28,6,6,3,16,2,0,25,6,2,0,48.48,799
6,13.11,27.02,14,5,1,9,0,0,16,8,3,2,70.04,835
12,3.89,23.99,17,3,1,8,0,1,27,7,2,3,67.96,257
4,9.99,30.53,11,4,5,7,0,0,33,5,4,3,59.24,1199
9,14.92,64.76,12,4,2,4,2,0,3,10,1,1,46.6,940
6,8.95,30.42,13,6,6,9,0,0,44,5,2,3,40.88,843
12,7.0,51.77,12,2,4,20,0,0,4,4,2,0,49.08,401
4,5.32,60.92,6,6,2,7,0,0,31,5,3,0,76.73,960
5,17.2,52.04,7,5,4,10,0,0,24,6,2,2,81.82,48
5,11.86,69.77,10,6,5,9,0,0,29,7,6,2,50.75,231
4,20.78,37.58,11,1,1,3,0,0,26,4,2,4,47.14,966
9,24.94,59.31,12,3,5,10,0,0,3,4,4,1,64.35,1159
4,22.24,28.81,19,4,3,13,1,0,20,7,4,1,39.73,102
9,19.01,47.43,8,4,7,16,0,0,6,8,4,1,62.41,1108
5,9.31,58.14,13,7,4,4,0,0,40,5,2,1,70.87,633
4,10.41,15.6,10,10,5,5,2,1,30,12,3,4,80.74,995
5,8.7,18.56,10,2,2,12,1,0,39,8,4,2,61.41,1192
9,15.94,30.26,15,8,4,21,0,0,11,4,4,1,60.62,1113
7,14.27,56.42,14,4,2,16,0,0,10,7,5,0,65.3,570
3,33.61,51.03,11,5,5,3,1,0,9,4,3,1,66.7,118
9,6.81,36.84,10,3,1,12,0,0,5,3,1,0,57.34,1061
11,30.05,62.75,8,8,6,14,0,0,34,6,6,3,76.78,648
6,8.82,44.03,10,3,4,6,1,0,30,2,0,3,63.57,1020
10,27.06,47.07,14,4,5,8,1,0,26,5,1,1,91.31,299
4,5.79,79.05,17,8,2,10,1,0,28,9,2,1,62.65,757
8,10.65,49.59,9,3,1,16,0,2,4,8,0,0,55.87,374
7,2.26,20.61,7,7,0,8,0,0,35,6,3,3,77.42,733
9,14.08,47.6,15,3,1,19,0,0,36,5,6,2,67.82,173
8,20.82,37.58,18,2,4,7,0,0,25,4,1,2,87.38,605
6,11.26,27.95,12,7,4,14,0,0,7,5,2,3,63.73,456
11,15.3,6.42,13,8,4,14,1,1,44,4,6,0,67.78,633
9,3.08,49.37,11,8,3,4,1,1,40,6,3,2,59.41,868
5,6.61,24.2,22,10,3,9,1,0,17,7,3,3,65.59,933
6,49.44,60.51,8,6,7,17,0,0,20,8,2,3,43.25,311
1,4.14,40.88,23,8,6,12,0,0,34,6,0,3,58.07,94
9,14.34,61.26,12,9,8,23,0,0,15,4,1,3,62.6,1027
11,33.24,39.52,14,7,5,19,1,0,36,8,2,2,64.75,950
6,15.41,68.75,11,4,3,19,1,0,5,9,2,2,65.58,53
9,4.06,41.49,11,2,5,17,2,0,34,9,1,1,92.83,237
1,9.96,68.35,11,3,1,11,2,1,42,8,2,0,93.84,180
9,24.77,55.42,16,5,3,22,0,1,38,3,6,1,67.7,727
9,13.8,82.88,9,9,4,15,0,2,1,9,6,6,53.38,727
7,3.11,29.19,13,5,1,4,1,0,1,6,4,4,88.53,619
8,23.92,37.62,16,1,2,3,3,0,4,7,0,3,53.2,821
10,16.8,33.06,21,7,6,9,1,1,19,9,1,1,100.0,1076
9,21.04,63.37,15,3,4,19,0,0,31,1,2,3,73.62,269
11,8.74,58.18,13,5,5,17,0,1,20,8,2,5,55.2,608
2,3.82,34.76,9,9,1,13,0,0,31,8,2,2,83.38,1038
6,12.84,46.26,8,5,6,9,1,1,12,4,3,1,33.65,800
11,13.95,16.4,16,3,4,6,0,0,5,2,2,3,64.85,823
8,15.13,50.84,13,2,3,22,0,0,42,6,6,2,65.13,176
5,3.66,11.48,15,5,6,19,0,0,14,9,1,3,61.71,948
3,7.99,36.31,11,6,4,12,0,0,43,8,0,0,76.79,313
6,6.5,7.89,10,8,4,24,0,0,38,6,5,1,64.26,816
8,9.31,40.84,10,4,5,11,1,0,39,5,3,1,67.67,648
13,9.64,54.12,10,4,4,16,0,0,22,5,4,4,74.61,878
5,16.69,5.0,14,5,9,13,0,0,43,3,1,7,41.61,488
9,18.83,48.6,8,9,3,16,1,0,36,4,5,2,70.89,396
4,11.55,73.88,9,2,2,19,0,1,16,5,3,2,97.47,265
11,26.89,41.08,15,5,6,10,0,0,20,9,3,6,73.95,788
7,17.3,31.55,16,1,4,11,0,0,24,9,1,0,63.03,265
1,14.23,49.42,14,3,2,18,0,0,37,9,3,3,85.93,180
4,13.75,66.02,14,5,1,14,0,0,40,6,1,1,58.38,118
5,11.04,6.68,11,6,3,10,1,0,38,5,2,3,92.02,393
13,4.07,37.38,11,2,4,20,0,0,25,7,4,4,67.9,544
15,30.87,29.48,10,7,1,19,0,0,1,5,3,1,57.75,776
8,4.28,74.74,14,7,1,24,0,0,23,7,2,3,59.24,645
11,8.79,92.61,6,10,4,16,0,0,27,7,6,1,55.75,868
7,14.75,68.77,11,7,2,21,0,0,34,4,1,2,79.82,1109
5,16.86,38.52,7,4,1,20,0,0,32,5,1,2,65.5,633
10,12.95,56.67,17,3,2,4,0,0,37,8,2,3,53.62,876
7,12.26,47.6,13,8,7,8,0,0,5,3,2,0,65.47,433
13,18.81,30.67,13,7,3,21,0,0,25,7,2,1,35.06,953
3,10.03,15.43,17,8,3,17,1,0,34,5,1,1,65.05,290
10,4.25,37.79,20,6,1,21,0,0,4,1,5,5,60.84,649
7,14.38,52.34,15,5,3,9,1,1,10,8,1,1,69.98,262
5,2.52,31.86,10,2,7,3,0,0,41,6,3,3,86.53,811
5,17.98,14.01,12,5,6,4,2,0,2,6,3,1,75.06,369
5,3.93,70.91,19,5,5,22,2,1,0,10,0,4,67.66,1004
9,30.48,60.44,11,4,7,19,1,0,15,10,3,1,76.46,789
8,5.31,44.27,7,2,8,7,0,0,10,8,2,5,66.45,409
6,5.93,42.19,13,7,1,16,0,0,28,4,6,2,66.41,1005
7,49.85,44.96,9,5,9,17,0,0,12,0,2,1,72.38,199
9,14.85,44.9,15,5,4,11,1,1,11,11,5,1,74.18,201
11,7.67,13.49,14,1,2,5,0,0,13,6,3,1,74.17,35
8,13.76,55.28,16,6,4,15,1,0,38,4,3,2,72.14,190
16,3.58,5.0,10,4,1,15,2,1,9,5,1,1,54.4,547
6,5.2,27.7,9,6,4,24,0,1,3,3,4,3,40.3,53
7,10.66,25.52,17,4,2,11,0,0,43,6,4,1,88.65,627
13,2.9,19.64,11,2,7,4,1,0,44,3,2,2,71.49,919
8,20.98,28.37,22,5,1,10,2,0,34,2,4,2,70.96,201
9,18.53,53.48,7,6,9,8,0,0,36,4,4,3,63.89,248
6,1.1,18.93,6,5,7,10,1,0,27,6,4,0,77.13,1091
16,11.21,46.71,13,5,2,17,0,0,3,5,3,1,46.4,1132
12,16.34,28.49,13,7,5,6,0,0,33,4,3,2,77.88,705
9,10.71,31.15,12,3,5,7,3,0,1,5,1,4,56.88,236
13,6.74,17.72,13,3,3,14,0,0,23,7,3,0,74.17,751
11,8.08,32.75,16,10,4,19,0,0,3,11,3,5,61.9,271
12,7.11,52.68,12,4,9,15,0,0,15,8,2,1,80.82,216
8,3.64,33.76,14,6,4,17,1,1,18,7,3,0,59.44,495
6,0.64,41.59,16,4,3,17,0,0,43,4,4,3,74.76,125
5,24.05,34.6,16,4,1,7,1,0,29,8,6,1,74.81,108
6,21.0,34.25,9,5,4,6,1,0,2,11,1,3,70.98,1051
6,15.41,66.95,16,6,7,13,0,0,25,4,5,3,49.59,784
3,5.72,37.7,11,8,6,24,0,0,22,9,7,2,56.41,144
4,3.84,41.49,10,8,6,20,2,0,13,8,2,2,56.1,953
8,0.68,24.1,11,9,3,5,1,1,4,5,3,1,60.72,947
10,18.28,53.94,11,3,5,20,0,0,41,6,2,1,52.95,184
6,13.8,26.63,10,2,3,7,0,0,9,10,3,1,64.49,340
9,11.79,54.81,8,6,4,23,0,2,40,4,4,4,64.23,10
4,16.49,46.91,12,3,3,24,1,0,1,5,6,0,61.83,584
7,10.92,58.75,10,3,4,14,0,0,15,6,2,1,63.18,270
10,6.96,43.51,10,1,4,9,0,0,9,4,5,4,77.17,766
6,10.27,30.0,8,5,6,17,0,0,35,9,5,2,76.37,357
11,2.51,23.39,13,6,3,18,0,1,3,9,2,3,65.34,609
5,51.38,26.39,5,3,2,12,2,0,19,7,0,1,70.38,592
9,11.33,36.73,8,0,4,7,0,0,38,9,2,2,55.81,1122
5,12.13,63.11,23,8,4,24,1,1,16,10,1,0,65.07,890
9,4.53,50.0,14,1,1,14,0,0,36,5,5,4,62.36,231
6,8.44,16.55,8,7,3,8,0,0,35,6,4,1,65.21,87
10,14.77,31.16,14,2,3,8,0,0,20,8,5,4,66.66,671
9,16.96,47.77,9,5,1,6,0,0,42,5,2,1,32.02,184
10,14.42,34.58,16,2,1,4,1,0,35,5,4,3,75.69,655
6,1.9,22.91,8,4,5,11,1,0,33,6,5,0,94.63,260
14,23.62,17.83,11,3,7,18,0,0,33,1,3,2,73.19,219
6,2.48,71.37,17,5,2,17,0,1,6,4,3,1,40.99,531
9,4.93,65.41,11,4,1,4,0,0,19,2,3,2,72.31,32
9,9.37,43.87,4,4,3,19,0,0,1,5,7,3,57.8,145
7,6.86,60.3,22,2,4,24,0,0,1,4,2,2,79.7,766
4,4.23,80.15,9,6,4,11,1,0,37,6,5,1,64.15,717
9,25.87,16.68,11,7,9,3,0,1,18,5,1,2,74.75,983
5,1.95,44.26,13,7,5,19,2,0,14,1,6,3,62.67,7
6,6.93,58.46,11,4,3,22,0,0,10,10,3,1,58.8,869
9,32.04,36.57,13,5,5,6,0,0,11,9,4,2,49.39,862
10,7.25,52.58,15,9,3,6,0,0,5,6,5,1,41.82,83
8,7.4,74.24,10,6,1,19,1,0,38,7,0,0,78.94,727
8,11.46,21.63,12,2,4,17,2,0,4,4,2,2,60.72,1029
5,10.86,55.88,13,6,5,21,0,0,44,9,3,0,51.46,203
8,13.44,46.03,11,5,5,21,0,0,39,5,1,1,54.99,740
4,4.64,60.17,11,3,6,19,0,1,43,8,3,0,73.46,776
8,7.65,49.95,13,5,2,4,1,0,17,3,4,2,53.47,437
10,7.2,28.22,9,5,3,18,0,1,32,9,2,1,55.49,284
12,13.76,67.41,15,6,6,12,0,0,3,5,2,2,69.5,189
5,39.92,48.55,8,3,7,15,0,0,17,12,3,5,50.54,1124
5,6.44,21.02,12,6,3,14,1,1,26,6,1,1,58.69,414
14,6.69,51.78,12,3,2,7,1,0,36,4,3,2,57.01,684
11,13.78,17.06,16,3,1,5,1,1,29,8,2,1,68.05,1190
7,16.84,53.39,16,8,3,24,1,0,24,4,4,5,77.16,822
7,15.76,45.37,15,2,3,21,0,0,30,6,4,3,87.08,1098
10,20.6,24.69,16,3,7,24,0,0,40,11,2,0,74.38,446
8,2.56,50.0,14,2,6,4,0,0,9,3,3,4,70.9,434
8,8.81,54.44,12,5,3,8,1,0,39,8,0,2,59.05,677
12,6.12,46.19,14,3,5,13,1,1,13,7,2,0,25.36,575
7,7.59,27.67,16,5,3,11,1,0,29,6,4,2,66.15,479
10,7.81,12.88,6,7,4,3,0,0,30,5,2,2,68.43,494
10,14.17,42.61,16,4,2,20,0,0,21,6,3,1,88.68,731
5,7.19,31.27,4,5,5,11,0,1,5,9,0,3,51.33,820
3,5.31,24.71,6,4,2,10,0,0,34,5,3,2,67.28,313
12,8.97,54.94,6,7,4,16,0,1,36,5,3,2,46.26,634
9,12.08,59.75,7,3,6,24,0,0,29,5,1,0,59.51,1007
5,7.46,57.78,18,5,6,15,0,1,42,4,1,2,37.68,1069
7,6.57,5.0,7,6,5,19,0,0,17,5,6,6,56.56,338
11,16.27,15.43,14,5,9,21,1,0,20,9,2,0,75.89,693
5,7.09,48.48,8,2,6,14,0,0,31,11,2,1,56.79,169
4,18.6,38.07,9,9,4,12,0,0,6,3,1,1,59.57,375
5,22.27,55.94,14,5,3,15,0,0,4,4,4,2,82.09,370
8,20.46,84.27,16,6,7,13,0,0,36,7,4,3,78.2,237
13,5.43,49.2,14,4,1,6,0,0,11,5,2,2,51.92,550
5,8.1,51.78,15,8,4,23,0,0,3,4,5,3,77.88,658
12,5.69,47.07,8,4,3,17,0,0,0,7,3,3,43.92,798
3,20.66,5.0,13,4,5,11,0,1,31,6,4,0,58.48,130
10,1.29,16.2,7,5,5,3,0,1,10,7,1,4,43.96,1110
7,31.64,70.09,14,3,6,15,1,1,11,5,4,1,75.81,388
6,8.19,41.66,11,4,4,4,0,0,37,7,2,0,83.58,705
3,4.86,59.91,10,8,2,23,0,0,23,4,3,0,68.0,286
8,7.93,41.48,12,8,3,13,0,0,42,8,4,2,73.12,889
12,13.94,26.34,15,3,5,9,1,0,21,4,3,3,68.55,417
9,12.93,58.68,15,6,5,13,0,0,6,6,4,3,88.53,300
13,14.11,41.01,13,3,3,3,1,1,23,9,0,3,59.55,563
4,5.15,34.18,20,5,5,14,1,1,8,8,4,0,44.22,110
4,13.84,49.04,11,7,5,12,1,0,24,4,5,4,97.73,30
9,3.89,63.01,16,1,10,14,1,0,33,6,2,1,67.8,531
9,13.26,58.49,9,7,4,16,0,0,40,5,7,1,44.23,716
10,8.26,71.15,18,4,5,13,0,0,35,3,2,2,44.16,708
11,4.52,37.28,15,5,3,22,0,0,4,7,1,3,75.94,610
7,7.96,64.44,14,5,4,13,0,0,40,8,2,2,64.94,356
13,21.44,83.07,13,2,5,5,0,0,10,4,2,2,37.95,302
10,14.84,35.85,7,7,3,9,0,0,19,7,3,2,83.12,660
6,0.67,58.3,9,2,3,11,1,0,38,7,0,2,68.89,947
9,5.6,79.36,11,8,5,6,1,0,22,8,4,2,79.77,950
8,2.53,57.04,12,4,3,12,0,0,22,3,5,0,61.05,681
6,7.44,77.45,19,5,6,22,0,0,6,4,0,0,63.46,705
12,12.32,5.6,8,2,7,11,0,0,39,6,3,2,81.55,754
7,15.15,55.13,9,1,3,11,0,0,20,4,3,1,60.19,469
3,4.16,71.64,12,1,6,24,2,0,41,7,4,1,66.45,536
8,2.95,47.8,13,2,4,23,0,0,8,4,1,3,47.5,843
10,15.4,36.99,9,3,3,7,0,0,16,7,3,1,51.1,649
8,1.87,50.84,13,5,1,8,0,0,9,7,1,0,68.02,1034
5,7.8,40.0,10,3,3,12,0,0,39,4,1,6,59.27,1014
9,9.95,52.49,8,4,4,23,0,0,25,5,6,2,77.96,954
4,13.54,99.14,10,4,2,10,1,0,18,5,2,4,65.02,37
6,29.58,21.31,12,2,2,10,1,0,43,5,1,2,79.28,124
11,17.73,43.52,11,7,2,14,0,0,23,5,4,1,60.24,556
6,30.48,56.11,19,6,3,10,0,0,22,4,6,2,81.07,993
6,8.32,85.53,12,7,3,22,0,1,30,3,4,3,68.78,344
5,10.57,70.27,15,4,2,3,1,0,1,9,4,1,86.65,422
6,2.58,57.63,14,4,4,11,1,1,24,6,1,2,59.98,437
13,8.65,57.97,9,5,5,15,1,0,3,5,7,5,68.67,537
7,14.12,75.85,11,5,8,8,0,0,9,8,5,2,81.0,651
9,11.67,36.59,4,7,5,12,0,0,30,7,1,0,30.12,612
10,1.94,48.94,10,9,2,12,0,0,36,5,2,1,74.04,806
9,7.27,19.34,9,5,2,12,0,0,41,8,2,3,55.78,88
8,7.14,93.91,13,6,8,4,0,0,22,7,2,3,78.91,282
9,12.9,40.93,10,4,2,21,2,0,7,4,2,1,58.82,1037
11,5.81,33.39,10,5,8,18,0,1,8,6,2,1,67.01,417
6,6.5,54.1,11,5,5,22,0,1,7,5,3,4,34.46,607
17,20.14,31.53,10,4,0,12,0,0,44,4,3,0,74.68,471
10,18.21,39.81,13,5,5,10,1,0,28,4,3,3,82.65,495
4,9.06,43.18,17,10,8,9,1,0,3,5,2,3,72.61,904
5,7.1,43.81,11,6,4,13,1,0,0,9,1,0,73.27,994
10,13.13,36.06,15,4,2,22,1,0,1,5,1,1,71.36,582
9,10.05,53.36,16,6,4,19,0,0,25,9,4,4,51.46,964
6,13.73,40.89,7,5,4,5,0,0,40,7,3,1,53.04,240
8,36.33,57.66,6,2,2,10,0,1,0,7,3,2,48.38,510
8,14.56,73.45,12,1,2,7,0,0,30,5,6,2,48.07,945
11,4.49,30.37,7,3,6,20,0,1,30,8,0,2,55.85,575
9,16.94,27.99,14,7,2,21,0,0,34,9,1,3,65.77,443
5,11.85,46.68,9,4,4,7,0,0,5,6,1,3,86.94,222
10,12.99,52.33,9,1,6,16,1,0,31,6,4,1,52.84,37
7,21.15,59.02,12,3,3,14,1,0,28,9,0,2,74.07,52
6,14.1,49.76,10,4,2,4,0,0,31,4,3,2,50.04,44
10,24.18,8.44,7,5,3,4,1,0,20,3,4,2,74.54,329
14,2.55,18.89,16,4,4,6,0,0,3,7,1,5,31.32,1138
